id,title,image,author_id,author,description,count,play,add,share,comment
7671507144,"【民谣小调】孤独的人他就在海上，撑着船帆
",D:/Project/Python/week12Crawler/result/images/109951167936667970.jpg,1508219680,一枕余香,同步歌单，随时畅听320k好音乐,33,2970,1015,0,评论
7516833334,"听民谣的人 藏着多少故事
",D:/Project/Python/week12Crawler/result/images/109951167615369792.jpg,2118682115,月亮藏不住的小情绪,同步歌单，随时畅听320k好音乐,44,411846,1746,10,4
827962180,"天气渐凉，才觉一年将尽。
",D:/Project/Python/week12Crawler/result/images/109951163027468903.jpg,283413472,可尼晏,"介绍：
让人最无奈的，是时间的流逝感
曾经以为，遥遥无期的将来
仿佛只是一瞬间，就成为让人伤感的昨天
无忧童年、美好青春
回不去的故乡
时光里的悲欢与离合

重庆这个火炉也渐渐凉爽起来
西藏的朋友说，他那边雨夹雪了
这一切都在指引着一年的尽头
一年又一年，你还好吗
天气渐凉，请记得加衣。

",28,3028897,25067,817,1197
7598940811,"赵雷：甘于平凡却不甘平凡的腐烂
",D:/Project/Python/week12Crawler/result/images/109951167799795329.jpg,1361633352,蛋壳Maxd,"介绍：
我没有擦去爭吵得橡皮只有一支画著孤獨的筆
——《画》趙雷

我是個沉默不語的
靠著牆壁曬太陽的顧客如果我有些倦意了
就讓我在這里獨自醒過
——《鼓樓》趙雷

理想今年你篾歲
你總是誘惑著年輕的朋友你總是謝了又開給我驚喜又讓我沉入失望的生活里
——《理想》趙雷

沉睡吧 吉姆餐廳沉睡呀 不用牵挂再也不會有誰
牵絆著你踏上遠方的路
——《吉姆餐廳》趙雷

不爲歲月流逝蹉跎
不隨潮流的勢頭去附和小人物的拳頭時刻緊握著這正是我的角色
——《小人物》趙雷

南方姑娘
你說你今年就要回到你的家鄉思念讓人心傷
它呼喚著你的淚光南方的果子已熟那是最簡單的理想
——《南方姑娘》趙雷

我會在凌晨時候散一散步等著第一家早餐開門
——《己是兩條路上的人》趙雷
",38,34468,335,4,评论
7653154701,"Ballad 
",D:/Project/Python/week12Crawler/result/images/109951167910127484.jpg,287087133,平凡是只狗,同步歌单，随时畅听320k好音乐,121,11,0,0,评论
7522060351,"岁月向来慷慨温柔 擅长把好坏都带走。
",D:/Project/Python/week12Crawler/result/images/109951167627263382.jpg,336355402,倘若问心有愧_,同步歌单，随时畅听320k好音乐,32,19259,402,0,1
7652727175,"『民谣』句句话语蕴藉着生活
",D:/Project/Python/week12Crawler/result/images/109951168086803371.jpg,1794962421,宸星丿,同步歌单，随时畅听320k好音乐,61,465,1,0,评论
68118727,"『民谣』孤单的行人啊，你不是孤独的一个人
",D:/Project/Python/week12Crawler/result/images/109951164206021572.jpg,51998476,三亜,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",95,160321,844,26,31
780345905,"『民谣』房东的猫/赵雷/马頔/陈粒/谢春花
",D:/Project/Python/week12Crawler/result/images/109951164059262819.jpg,495347204,爱吃鱼丸面,同步歌单，随时畅听320k好音乐,43,5609,48,9,1
2664184159,"秘密后院全记录
",D:/Project/Python/week12Crawler/result/images/109951165953483934.jpg,36129921,雍Ashes,"介绍：
这是我小店里常播放的歌曲。

酷爱无人境，高飞出鸟笼。
吟诗闲度日，观化静临风。
杖策南山北，酣歌西坂东。
红尘多少事，不到白云中。
一首【白云中】，尤爱秘密后院。

人间天上梦悠悠，楼里朝朝还暮暮，
坐见云来复云去，无言即是怀仙处。

开个小店，店名叫雍也茗塾
听【秘密后院】的曲
读【风御九秋】的书
植草，喝茶，心闲日子长。

人能常清净，天地悉皆归。
居敬而行简，同话仙语痴。
人间何处不清风。

",139,4480,73,3,评论
7541411526,"爱与思念没有限定期-致在远方的你
",D:/Project/Python/week12Crawler/result/images/109951167682909114.jpg,506565766,Karollkk7,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",54,20364,110,0,评论
7692257303,"Joan Baez
",D:/Project/Python/week12Crawler/result/images/615726511600774.jpg,427102708,周弓米,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",50,4,0,0,评论
648742327,"♪『华语』小众不小气
",D:/Project/Python/week12Crawler/result/images/19027048718751758.jpg,266088971,谷歌之露,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",85,174752,1727,62,44
3132876883,"不被打扰真好，慵懒午后独处民谣小调
",D:/Project/Python/week12Crawler/result/images/109951165159552651.jpg,1384402011,四平台资深歌单达人,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",39,1084922,7058,183,63
395915937,"小众民谣，不温不火，但情有独钟
",D:/Project/Python/week12Crawler/result/images/109951163048935461.jpg,10255434,情愫杂货铺,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",399,6903,53,2,评论
2880426629,"一个天蝎座的民谣歌单
",D:/Project/Python/week12Crawler/result/images/109951167966333137.jpg,552451767,小馬挺好的,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",444,25463,223,11,9
7761432749,"日照时下小雨，小雨中响的一声雷
",D:/Project/Python/week12Crawler/result/images/109951168082527746.jpg,71046884,红木音,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",50,29,0,0,评论
7710255480,"华语民谣 | 听风念旧，烟火有声
",D:/Project/Python/week12Crawler/result/images/109951168005133307.jpg,3285489618,良人而已,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",37,33323,114,4,评论
7717033127,"要是你什么都能原谅，那你经历的都是活该
",D:/Project/Python/week12Crawler/result/images/109951168018023516.jpg,442549214,三月Cci,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",24,1191,0,1,评论
